orcid_id	term	tf-idf
0000-0001-7328-4233	nematode species	0.04107355104059748
0000-0001-7328-4233	mechanisms	0.040592422946363144
0000-0001-7328-4233	portal	0.0394869754909405
0000-0001-7328-4233	genomes	0.03903796070851178
0000-0001-7328-4233	phenotype	0.03875225616359483
0000-0001-7328-4233	breast cancer	0.03826318496998564
0000-0001-7328-4233	tumor	0.038172721561528615
0000-0001-7328-4233	taxa	0.03773895658842208
0000-0001-7328-4233	aetiology	0.03773895658842208
0000-0001-7328-4233	subset	0.037412280596045594
0000-0001-7328-4233	tumor growth	0.03735571927396258
0000-0001-7328-4233	freeliving	0.03694543245606638
0000-0001-7328-4233	potential	0.0366160040614634
0000-0001-7328-4233	publicly available	0.036218562084730926
0000-0001-7328-4233	expressed	0.036046685508021
0000-0001-7328-4233	using	0.03548549112518986
0000-0001-7328-4233	parasitic	0.03530305360645593
0000-0001-7328-4233	publicly	0.035033533176579486
0000-0001-7328-4233	different	0.03470821652989625
0000-0001-7328-4233	resource	0.03468007616689904
0000-0001-7328-4233	marks	0.03453672422817836
0000-0001-7328-4233	vasculature	0.03312163389709259
0000-0001-7328-4233	score	0.033054396054432854
0000-0001-7328-4233	cancer cell	0.032882344507930594
0000-0001-7328-4233	analysis	0.032270115405094064
0000-0001-7328-4233	highquality	0.03203464020024638
0000-0001-7328-4233	development	0.03193847451467521
0000-0001-7328-4233	clades	0.031635924734936795
0000-0001-7328-4233	functional	0.031030598142603203
0000-0001-7328-4233	molecular	0.03088419661299717
0000-0001-7328-4233	web	0.030609288006976126
0000-0001-7328-4233	genomics	0.03040860564364727
0000-0001-7328-4233	taxanes	0.03026277236531492
0000-0001-7328-4233	taxane response	0.03026277236531492
0000-0001-7328-4233	subset mammary	0.03026277236531492
0000-0001-7328-4233	snp heritability	0.03026277236531492
0000-0001-7328-4233	panagrolaimus superbus	0.03026277236531492
0000-0001-7328-4233	panagrolaimus	0.03026277236531492
0000-0001-7328-4233	pacbio	0.03026277236531492
0000-0001-7328-4233	mycalesine butterfly bicyclus	0.03026277236531492
0000-0001-7328-4233	mycalesine butterfly	0.03026277236531492
0000-0001-7328-4233	mycalesine	0.03026277236531492
0000-0001-7328-4233	mirna function	0.03026277236531492
0000-0001-7328-4233	meiofaunal	0.03026277236531492
0000-0001-7328-4233	mastodon tyrannosaurus rex	0.03026277236531492
0000-0001-7328-4233	mastodon tyrannosaurus	0.03026277236531492
0000-0001-7328-4233	mammary stem cells	0.03026277236531492
0000-0001-7328-4233	mammary basal cell	0.03026277236531492
0000-0001-5001-3350	mr	0.12234443676235109
0000-0001-5001-3350	mendelian randomization	0.10974937789388313
0000-0001-5001-3350	randomization	0.10866723310610789
0000-0001-5001-3350	mendelian	0.10386247535739235
0000-0001-5001-3350	obesityrelated factors	0.10212966236285857
0000-0001-5001-3350	design analysis interpretation	0.10212966236285857
0000-0001-5001-3350	analysis interpretation	0.10212966236285857
0000-0001-5001-3350	renal cell	0.09477625019891986
0000-0001-5001-3350	rcc	0.09240898023006153
0000-0001-5001-3350	bias confounding	0.0888394366944457
0000-0001-5001-3350	obesityrelated	0.0850555680661228
0000-0001-5001-3350	design analysis	0.0850555680661228
0000-0001-5001-3350	strengthening	0.07413261236656828
0000-0001-5001-3350	randomization mr	0.06933762365411819
0000-0001-5001-3350	mendelian randomization mr	0.06933762365411819
0000-0001-5001-3350	factors	0.06892530620526696
0000-0001-5001-3350	causal inference	0.0686378932991926
0000-0001-5001-3350	design	0.06825773290770466
0000-0001-5001-3350	assumptions	0.06326392139536828
0000-0001-5001-3350	causality	0.06273337428316575
0000-0001-5001-3350	inference	0.060628061605448334
0000-0001-5001-3350	limitations	0.06041798085417119
0000-0001-5001-3350	approach	0.05952834976489105
0000-0001-5001-3350	renal	0.05887216340757172
0000-0001-5001-3350	reverse	0.058605821437193936
0000-0001-5001-3350	interpretation	0.057602674845559726
0000-0001-5001-3350	confounding	0.054936547613531984
0000-0001-5001-3350	bias	0.051931237678696174
0000-0001-5001-3350	unaddressed compounded poor	0.051064831181429286
0000-0001-5001-3350	unaddressed compounded	0.051064831181429286
0000-0001-5001-3350	tool appraising causality	0.051064831181429286
0000-0001-5001-3350	tool appraising	0.051064831181429286
0000-0001-5001-3350	technique exploits principle	0.051064831181429286
0000-0001-5001-3350	technique exploits	0.051064831181429286
0000-0001-5001-3350	targets disease prevention	0.051064831181429286
0000-0001-5001-3350	synthesis causal inference	0.051064831181429286
0000-0001-5001-3350	synthesis causal	0.051064831181429286
0000-0001-5001-3350	subject important limitations	0.051064831181429286
0000-0001-5001-3350	subject important	0.051064831181429286
0000-0001-5001-3350	study obesityrelated factors	0.051064831181429286
0000-0001-5001-3350	study obesityrelated	0.051064831181429286
0000-0001-5001-3350	study design lead	0.051064831181429286
0000-0001-5001-3350	studies special emphasis	0.051064831181429286
0000-0001-5001-3350	studies special	0.051064831181429286
0000-0001-5001-3350	studies population biobanks	0.051064831181429286
0000-0001-5001-3350	strengthening evidence base	0.051064831181429286
0000-0001-5001-3350	strengthening evidence	0.051064831181429286
0000-0001-5001-3350	strategy prioritizing intervention	0.051064831181429286
0000-0001-5001-3350	strategy prioritizing	0.051064831181429286
0000-0001-5001-3350	strategies strengthening causal	0.051064831181429286
0000-0001-5001-3350	strategies strengthening	0.051064831181429286
0000-0001-5001-3350	special emphasis assumptions	0.051064831181429286
0000-0001-5001-3350	single approach mr	0.051064831181429286
0000-0001-5001-3350	single approach	0.051064831181429286
0000-0001-5001-3350	separate samples increasing	0.051064831181429286
0000-0001-5001-3350	separate samples	0.051064831181429286
0000-0001-5001-3350	samples increasing availability	0.051064831181429286
0000-0001-5001-3350	samples increasing	0.051064831181429286
0000-0001-5001-3350	routine practice evidence	0.051064831181429286
0000-0001-5001-3350	risk factors evaluated	0.051064831181429286
0000-0001-5001-3350	risk addressed question	0.051064831181429286
0000-0001-5001-3350	risk addressed	0.051064831181429286
0000-0001-5001-3350	reverse causation bias	0.051064831181429286
0000-0001-5001-3350	research article provide	0.051064831181429286
0000-0001-5001-3350	renal cell carcinomaa	0.051064831181429286
0000-0001-5001-3350	relation rcc risk	0.051064831181429286
0000-0001-5001-3350	relation rcc	0.051064831181429286
0000-0001-5001-3350	reflecting fixed nature	0.051064831181429286
0000-0001-5001-3350	reflecting fixed	0.051064831181429286
0000-0001-5001-3350	rcc unclear individual	0.051064831181429286
0000-0001-5001-3350	rcc unclear	0.051064831181429286
0000-0001-5001-3350	rcc risk mendelian	0.051064831181429286
0000-0001-5001-3350	rcc risk	0.051064831181429286
0000-0001-5001-3350	randomization study obesityrelated	0.051064831181429286
0000-0001-5001-3350	randomization mr framework	0.051064831181429286
0000-0001-5001-3350	question using genetic	0.051064831181429286
0000-0001-5001-3350	proxies putative risk	0.051064831181429286
0000-0001-5001-3350	proxies putative	0.051064831181429286
0000-0001-5001-3350	provide overview design	0.051064831181429286
0000-0001-5001-3350	prove causality single	0.051064831181429286
0000-0001-5001-3350	prove causality	0.051064831181429286
0000-0001-5001-3350	prioritizing intervention targets	0.051064831181429286
0000-0001-5001-3350	prioritizing intervention	0.051064831181429286
0000-0001-5001-3350	principle genotypes generally	0.051064831181429286
0000-0001-5001-3350	principle genotypes	0.051064831181429286
0000-0001-5001-3350	prevention strengthening evidence	0.051064831181429286
0000-0001-5001-3350	prevention strengthening	0.051064831181429286
0000-0001-5001-3350	practices design analysis	0.051064831181429286
0000-0001-5001-3350	practices design	0.051064831181429286
0000-0001-5001-3350	practice evidence synthesis	0.051064831181429286
0000-0001-5001-3350	population biobanks mean	0.051064831181429286
0000-0001-5001-3350	poor study design	0.051064831181429286
0000-0001-5001-3350	poor study	0.051064831181429286
0000-0001-5001-3350	overview design analysis	0.051064831181429286
0000-0001-5001-3350	overview design	0.051064831181429286
0000-0001-5001-3350	outcome measured separate	0.051064831181429286
0000-0001-5001-3350	openaccess data large	0.051064831181429286
0000-0001-5001-3350	openaccess data	0.051064831181429286
0000-0001-5001-3350	oftforgotten practices design	0.051064831181429286
0000-0001-5001-3350	oftforgotten practices	0.051064831181429286
0000-0001-8347-5092	mercury	0.23675886241240557
0000-0001-8347-5092	picky	0.1949204427842847
0000-0001-8347-5092	lead	0.17768242539022688
0000-0001-8347-5092	eating	0.1594522116814406
0000-0001-8347-5092	picky eating	0.14244186203466958
0000-0001-8347-5092	exposure	0.14056132788954484
0000-0001-8347-5092	prenatal	0.13589878851067913
0000-0001-8347-5092	children	0.13103895504856233
0000-0001-8347-5092	cadmium	0.11823658977729233
0000-0001-8347-5092	intakes	0.11385563857765497
0000-0001-8347-5092	blood	0.1117469575357153
0000-0001-8347-5092	fish	0.11073462582761774
0000-0001-8347-5092	levels	0.11056972700867071
0000-0001-8347-5092	dietary	0.10600113728542485
0000-0001-8347-5092	zinc	0.10138793178798514
0000-0001-8347-5092	blood lead	0.09903946569578737
0000-0001-8347-5092	lead cadmium	0.09142104525764988
0000-0001-8347-5092	child	0.08767877271277257
0000-0001-8347-5092	fibre	0.0813642430503497
0000-0001-8347-5092	dietary fibre	0.07924526424829967
0000-0001-8347-5092	alspac	0.07782102912110092
0000-0001-8347-5092	lead cadmium mercury	0.07758659188358535
0000-0001-8347-5092	cadmium mercury	0.07758659188358535
0000-0001-8347-5092	concern	0.07357625682817101
0000-0001-8347-5092	pregnancy	0.07207189470392074
0000-0001-8347-5092	intake	0.07115362247745464
0000-0001-8347-5092	fibre intake	0.07006498339347783
0000-0001-8347-5092	pe	0.06811195382279744
0000-0001-8347-5092	mercury exposure	0.06747246096379085
0000-0001-8347-5092	maternal	0.06721858615065929
0000-0001-8347-5092	study	0.06180954655815565
0000-0001-8347-5092	levels concern	0.061306860469293095
0000-0001-8347-5092	mercury levels	0.05997552085670298
0000-0001-8347-5092	fish consumption	0.05997552085670298
0000-0001-8347-5092	women	0.058747462081547325
0000-0001-8347-5092	birth	0.05666714150376609
0000-0001-8347-5092	associations	0.053930055596724355
0000-0001-8347-5092	blood mercury	0.05332894306696243
0000-0001-8347-5092	vegetables	0.05330674886186487
0000-0001-8347-5092	pb	0.05261308053609012
0000-0001-8347-5092	months	0.05243046602810559
0000-0001-8347-5092	prenatal exposure	0.051979810970093424
0000-0001-8347-5092	parents	0.05134241376753449
0000-0001-8347-5092	age	0.05117134083276304
0000-0001-8347-5092	hg	0.050117125625126956
0000-0001-8347-5092	foods	0.050117125625126956
0000-0001-8347-5092	adverse	0.04916487264586828
0000-0001-8347-5092	pregnant	0.04893239322867623
0000-0001-8347-5092	longitudinal	0.048090727165956
0000-0001-8347-5092	lead levels	0.0475471585489798
0000-0001-8347-5092	avon	0.04706735725728642
0000-0001-8347-5092	consumption	0.0465937595090122
0000-0001-8347-5092	motor skills	0.04655195513015121
0000-0001-8347-5092	eaters	0.04655195513015121
0000-0001-8347-5092	uk	0.04606787489348859
0000-0001-8347-5092	pregnant women	0.045557774766125894
0000-0001-8347-5092	longitudinal study	0.045488406964692814
0000-0001-8347-5092	study parents children	0.04387659504211762
0000-0001-8347-5092	secondary sex ratio	0.043790614620923644
0000-0001-8347-5092	secondary sex	0.043790614620923644
0000-0001-8347-5092	dietary fibre intake	0.043790614620923644
0000-0001-8347-5092	alad	0.043790614620923644
0000-0001-8347-5092	longitudinal study parents	0.04372866477495583
0000-0001-8347-5092	outcomes	0.04366500337630665
0000-0001-8347-5092	study parents	0.043655592004751546
0000-0001-8347-5092	parents children	0.04336903253534245
0000-0001-8347-5092	avon longitudinal study	0.04319441084068614
0000-0001-8347-5092	avon longitudinal	0.04319441084068614
0000-0001-8347-5092	associations prenatal	0.04276840667886064
0000-0001-8347-5092	birth outcomes	0.042331493031732094
0000-0001-8347-5092	sex ratio	0.041946252984534825
0000-0001-8347-5092	cohort	0.04152438352587085
0000-0001-8347-5092	effects	0.040950927897358914
0000-0001-8347-5092	low intakes	0.0406376575781815
0000-0001-8347-5092	years	0.040595825641043026
0000-0001-8347-5092	picky eaters	0.039622632124149834
0000-0001-8347-5092	observational birth cohort	0.039622632124149834
0000-0001-8347-5092	observational birth	0.039622632124149834
0000-0001-8347-5092	blood lead levels	0.039622632124149834
0000-0001-8347-5092	early	0.03928667906060048
0000-0001-8347-5092	evidence	0.03885897863775996
0000-0001-8347-5092	prenatal mercury	0.03879329594179268
0000-0001-8347-5092	prenatal blood	0.03879329594179268
0000-0001-8347-5092	birth cohort	0.036621660762871024
0000-0001-8347-5092	data	0.03622180097339431
0000-0001-8347-5092	folic acid	0.03564033889905053
0000-0001-8347-5092	folic	0.03564033889905053
0000-0001-8347-5092	iq	0.035553593719065475
0000-0001-8347-5092	childhood	0.03529056145619485
0000-0001-8347-5092	associated	0.03527093020882256
0000-0001-8347-5092	parents children alspac	0.035233019243509404
0000-0001-8347-5092	iom	0.035032491696738915
0000-0001-8347-5092	children alspac	0.03502420520230808
0000-0001-8347-5092	food	0.03477246263457872
0000-0001-8347-5092	skills	0.034660421431420764
0000-0001-8347-5092	low	0.03435383346407988
0000-0001-8347-5092	worried	0.033557002387627856
0000-0001-8347-5092	cadmium mercury levels	0.033557002387627856
0000-0001-8347-5092	association	0.033439777826430726
0000-0001-8347-5092	aim	0.03283433326084395
0000-0002-8570-0406	eyespots	0.38090201679362923
0000-0002-8570-0406	iridescence	0.15236080671745167
0000-0002-8570-0406	prey	0.13789907365063228
0000-0002-8570-0406	matching	0.12985493197216083
0000-0002-8570-0406	predators	0.12932678623688296
0000-0002-8570-0406	background	0.12482397927136717
0000-0002-8570-0406	visual	0.1122276157848982
0000-0002-8570-0406	stripes	0.11184092812368374
0000-0002-8570-0406	visual complexity	0.10604003767641818
0000-0002-8570-0406	fish	0.10055497048134074
0000-0002-8570-0406	background matching	0.09840507556184777
0000-0002-8570-0406	attacks	0.0818377803843766
0000-0002-8570-0406	stripes compared	0.07953002825731363
0000-0002-8570-0406	eyelike	0.07953002825731363
0000-0002-8570-0406	habitat	0.0773716138529262
0000-0002-8570-0406	intimidating effect	0.07618040335872583
0000-0002-8570-0406	intimidating	0.07380380667138582
0000-0002-8570-0406	complexity	0.062307582010555265
0000-0002-8570-0406	predation	0.06093167562030416
0000-0002-8570-0406	choice	0.058556921638560695
0000-0002-8570-0406	eyes	0.057158306994881794
0000-0002-8570-0406	function	0.055510968901213875
0000-0002-8570-0406	threat	0.05520545403437636
0000-0002-8570-0406	visual complexity background	0.05302001883820909
0000-0002-8570-0406	predation threat	0.05302001883820909
0000-0002-8570-0406	parts habitat	0.05302001883820909
0000-0002-8570-0406	matching stripes	0.05302001883820909
0000-0002-8570-0406	killifish	0.05302001883820909
0000-0002-8570-0406	eyespots aquatic environments	0.05302001883820909
0000-0002-8570-0406	eyespots aquatic	0.05302001883820909
0000-0002-8570-0406	eyelike displays	0.05302001883820909
0000-0002-8570-0406	diffraction grating	0.05302001883820909
0000-0002-8570-0406	did discriminate	0.05302001883820909
0000-0002-8570-0406	complexity background	0.05302001883820909
0000-0002-8570-0406	attacks fish	0.05302001883820909
0000-0002-8570-0406	parts	0.05102902052016332
0000-0002-8570-0406	appearance	0.05102902052016332
0000-0002-8570-0406	taxonomically widespread	0.0507869355724839
0000-0002-8570-0406	showed preference	0.0507869355724839
0000-0002-8570-0406	intimidating effect eyespots	0.0507869355724839
0000-0002-8570-0406	effect eyespots	0.0507869355724839
0000-0002-8570-0406	aquatic environments	0.0507869355724839
0000-0002-8570-0406	hypothesis	0.049405014753793546
0000-0002-8570-0406	preference	0.04826811307577597
0000-0002-8570-0406	taxonomically	0.04612047565946302
0000-0002-8570-0406	grating	0.04612047565946302
0000-0002-8570-0406	did	0.04595010121454736
0000-0002-8570-0406	widespread	0.045434980817924624
0000-0002-8570-0406	antipredator	0.0447363712494735
0000-0002-8570-0406	prefer	0.04271114136786488
0000-0002-8570-0406	showed	0.042331654546716044
0000-0002-8570-0406	aquatic	0.04192301905387307
0000-0002-8570-0406	backgrounds	0.04156757566635348
0000-0002-8570-0406	recognition	0.0409655886550208
0000-0002-8570-0406	camouflage	0.0409188901921883
0000-0002-8570-0406	object recognition	0.03981370416508772
0000-0002-8570-0406	conclude	0.03967551495580616
0000-0002-8570-0406	animal	0.038795164309357956
0000-0002-8570-0406	discriminate	0.0386858069264631
0000-0002-8570-0406	diffraction	0.0386858069264631
0000-0002-8570-0406	displays	0.03695051035339513
0000-0002-8570-0406	idea	0.036521140205027856
0000-0002-8570-0406	important	0.035351236772420164
0000-0002-8570-0406	object	0.03428805693930267
0000-0002-8570-0406	test	0.034167811683151146
0000-0002-8570-0406	interestingly	0.032500907626881174
0000-0002-8570-0406	eye	0.032178742050517316
0000-0002-8570-0406	females	0.030115132494497876
0000-0002-8570-0406	complex	0.030064430057967415
0000-0002-8570-0406	males	0.02994565878479212
0000-0002-8570-0406	environments	0.029862838261834015
0000-0002-8570-0406	indicates	0.02906103280790933
0000-0002-8570-0406	act	0.028617468164597006
0000-0002-8570-0406	compared	0.027897786004190166
0000-0002-8570-0406	pattern	0.027008538212251847
0000-0002-8570-0406	alternative	0.026959799301337066
0000-0002-8570-0406	widespread striking form	0.026510009419104544
0000-0002-8570-0406	widespread striking	0.026510009419104544
0000-0002-8570-0406	widespread occurrence color	0.026510009419104544
0000-0002-8570-0406	widespread function extremely	0.026510009419104544
0000-0002-8570-0406	widespread function	0.026510009419104544
0000-0002-8570-0406	wide range animal	0.026510009419104544
0000-0002-8570-0406	vital body parts	0.026510009419104544
0000-0002-8570-0406	vital body	0.026510009419104544
0000-0002-8570-0406	visual similarity fish	0.026510009419104544
0000-0002-8570-0406	visual similarity	0.026510009419104544
0000-0002-8570-0406	visual signals confuse	0.026510009419104544
0000-0002-8570-0406	visual model bombus	0.026510009419104544
0000-0002-8570-0406	visual model	0.026510009419104544
0000-0002-8570-0406	visual complexity override	0.026510009419104544
0000-0002-8570-0406	visual complexity habitat	0.026510009419104544
0000-0002-8570-0406	visual appearance empirical	0.026510009419104544
0000-0002-8570-0406	vertical stripes interestingly	0.026510009419104544
0000-0002-8570-0406	vertical stripes	0.026510009419104544
0000-0002-8570-0406	value poorly understood	0.026510009419104544
0000-0002-8570-0406	value poorly	0.026510009419104544
0000-0002-8570-0406	utilizing lateral position	0.026510009419104544
0000-0002-8570-0406	utilizing lateral	0.026510009419104544
0000-0002-8570-0406	using established insect	0.026510009419104544
0000-0002-8570-0406	used killifish test	0.026510009419104544
0000-0002-3091-3164	ecdhfrn23pps148a	0.17836407256814793
0000-0002-3091-3164	variant	0.12493527086338914
0000-0002-3091-3164	dynamic	0.1218132103625324
0000-0002-3091-3164	variant escherichia coli	0.11890938171209861
0000-0002-3091-3164	variant escherichia	0.11890938171209861
0000-0002-3091-3164	increased dynamic	0.11890938171209861
0000-0002-3091-3164	escherichia coli dihydrofolate	0.11890938171209861
0000-0002-3091-3164	compromised variant escherichia	0.11890938171209861
0000-0002-3091-3164	compromised variant	0.11890938171209861
0000-0002-3091-3164	coli dihydrofolate reductase	0.11890938171209861
0000-0002-3091-3164	coli dihydrofolate	0.11890938171209861
0000-0002-3091-3164	catalytically compromised variant	0.11890938171209861
0000-0002-3091-3164	catalytically compromised	0.11890938171209861
0000-0002-3091-3164	chemical step	0.11034781719050507
0000-0002-3091-3164	dihydrofolate reductase	0.10178625266891156
0000-0002-3091-3164	dihydrofolate	0.10178625266891156
0000-0002-3091-3164	chemical	0.10032349933818295
0000-0002-3091-3164	catalytically	0.09677805847627466
0000-0002-3091-3164	reductase	0.08676167009100089
0000-0002-3091-3164	compromised	0.08676167009100089
0000-0002-3091-3164	active site	0.08320829976204423
0000-0002-3091-3164	catalysis	0.08190691547003262
0000-0002-3091-3164	escherichia coli	0.07447636389549663
0000-0002-3091-3164	escherichia	0.07447636389549663
0000-0002-3091-3164	coli	0.07230926978500184
0000-0002-3091-3164	step	0.06643312969141678
0000-0002-3091-3164	reaction	0.061662476024950286
0000-0002-3091-3164	increased	0.05950778619360598
0000-0002-3091-3164	variant greater flexibility	0.059454690856049305
0000-0002-3091-3164	variant greater	0.059454690856049305
0000-0002-3091-3164	variant enzyme set	0.059454690856049305
0000-0002-3091-3164	variant enzyme	0.059454690856049305
0000-0002-3091-3164	ts millisecond active	0.059454690856049305
0000-0002-3091-3164	ts millisecond	0.059454690856049305
